data_X,data_c
"Ups, die auch 3 Tage ist, und die Reederei, die 2wks nimmt. Der andere Weg ist Uspen, die eine Woche dauert, aber wenn es zu verzögern Sie möglicherweise müssen Nipost zu bestechen, um Ihre Sachen zu bekommen.",not spam
"Ich bin wieder da, ich weiß, wann du bereit bist.",not spam
"Erwarte nicht, dass es getan wird, bevor du zurückkommst, weil ich gerade auf dem Weg bin.",not spam
Mmm so lecker babe... Schöne jolt auf die suzy,not spam
Wo sind Sie Liebhaber? Ich brauche Sie...,not spam
"Wir versuchten, Sie zu kontaktieren re Ihre Antwort auf unser Angebot eines Video Handset? 750 jederzeit Netzwerke Minuten? UNLIMITED TEXT? Camcorder? Antworten oder rufen Sie 08000930705 JETZT",spam
Ich bin neben einem MINI geparkt!!!! Wann kommst du heute herein?,not spam
"Ja, ja, ja, ja, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein.",not spam
"Jedenfalls gehe ich jetzt alleine einkaufen, weil meine Schwester noch nicht fertig ist.",not spam
"In LUTON 0125698789 ringt mich, wenn es um dich geht.",not spam
Hey ich bin wirklich geil wollen chatten oder sehen mich nackten Text heiß auf 69698 Text um 150 Uhr abmelden Text stoppen 69698,spam
Warum du Dint mit uns kommst.,not spam
Das gleiche. Wana planen eine Reise sometme dann,not spam
"Noch nicht sicher, immer noch versuchen, ihn zu erreichen",not spam
"Ur Klingelton Service hat sich geändert! 25 Kostenlose Credits! Gehen Sie zu club4mobiles.com, um Inhalte jetzt zu wählen! Stop? txt CLUB STOP to 87070. 150p/wk Club4 PO Box1146 MK45 2WT",spam
Das Evo. Ich musste nur Flash herunterladen.,not spam
Klingeltone Club: Holen Sie sich die UK Singles Chart auf Ihrem Handy jede Woche und wählen Sie jede Top-Qualität Klingelton! Diese Nachricht ist kostenlos.,spam
"Komm zu Mu, wir klären unsere Drogensituation.",not spam
"Die Nacht ist für einen anderen Tag beendet, der Morgen ist auf besondere Weise gekommen. Mögen Sie lächeln wie die Sonnenstrahlen und lassen Ihre Sorgen in der blauen Bucht.",not spam
HMV BONUS SPECIAL 500 Pfund echte HMV Gutscheine gewonnen werden. Beantworten Sie einfach 4 einfache Fragen. Jetzt spielen! Senden Sie HMV an 86688 Mehr Info:www.100percent-real.com,spam
"Usf ich denke, könnte genauso gut 1 Auto nehmen",not spam
"Keine Einwände, mein bf kommt nicht.",not spam
"Thanx... - Nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein. nein, nein, nein, nein, nein. nein.",not spam
"Sag raub ihm, er soll sich im Theater verarschen.",not spam
"Toll, wir sehen uns gleich.",not spam
"Also, welche Art von Essen magst du?",not spam
"Alles fertig, alles in vollem Gange, Feiern schon in vollem Gange?",not spam
Du wurdest ein Werkzeug genannt?,not spam
"Wen u jemanden vermissen, die Person ist definitiv speziell für u.... Aber wenn die Person so speziell ist, warum sie zu vermissen, nur Keep-in-touch gdeve..",not spam
"Ich habe um Geld gebeten, wie weit.",not spam
"Okay, das ist okay.",not spam
"Ja, ich glaube, mein gewöhnlicher Typ ist von gestern Abend noch ohnmächtig geworden, wenn du jemanden findest, der mir Bescheid sagt und ich falle runter",not spam
"K, ich komme heute Abend vorbei, wenn meine Klasse früh rausgeht.",not spam
In Ordnung.,not spam
"hi baby im cruisin mit meine freundin was r u up 2? rufen Sie mich in und Stunde zu Hause, wenn das in Ordnung ist oder fone mich auf diesem fone jetzt lieben jenny xxx",not spam
"Mein Leben bedeutet mir viel, Nicht weil ich mein Leben liebe, Aber weil ich die Menschen in meinem Leben liebe, Die Welt nennt sie Freunde, Ich nenne sie meine Welt:-).. Ge:-)..",not spam
"Sehr geehrte,shall mail tonite.busy auf der Straße,shall aktualisieren Sie tonite.things sehen ok.varunnathu edukkukayee raksha ollu.but a good one in real sinne.",not spam
"Hey, du hast Gautham deinen Namen gesagt?",not spam
Haf u fand ihn? Ich fühle mich so dumm da v cam arbeitete.,not spam
"Hey, 4 hat das Zeug.",not spam
Sind Sie so viel buzzy,not spam
Ich habe die Nachricht versehentlich gelöscht.,not spam
T-Mobile-Kunde können Sie jetzt Ihre kostenlose CAMERA PHONE-Upgrade & eine Pay & Go-Sim-Karte für Ihre Loyalität. Rufen Sie auf 0845 021 3680.Angebot endet 28thFeb.T&C gelten,spam
"Es sei denn, es ist eine Situation, wo Sie gehen GURL wäre angemessener",not spam
"Aber am Ende meines Lebens, wenn ich sterbe plz halten eine Rose auf meinem Grab und sagen, STUPID I MISS U.. HABEN A NICE DAY BSLVYL",not spam
Ich kann das Telefon jetzt nicht wählen. Pls senden eine Nachricht,not spam
"Brauchen Sie einen Kaffee run tomo?Kann nicht glauben, dass es die Zeit der Woche bereits",not spam
"Awesome, ich erinnere mich, das letzte Mal haben wir jemand hoch zum ersten Mal mit Diesel :V",not spam
"Scheiße, die wirklich schockierend und beängstigend ist, kann sich nicht vorstellen, für eine Sekunde. Def up für Nacht aus. Glauben Sie, es gibt irgendwo könnte ich für Nacht abstürzen, sparen Sie auf Taxi?",not spam
"Oh und nebenbei, du hast mehr Essen im Kühlschrank! Willst du heute Abend essen gehen?",not spam
Er ist ein womdarvoller Schauspieler,not spam
"SMS. ac Blind Date 4U!: Rodds1 ist 21/m von Aberdeen, Vereinigtes Königreich. Prüfen Sie Ihn aus http://img. sms. ac/W/icmb3cktz8r7!-4 keine Blind Dates senden HIDE",spam
"Von dem, was ich remb... ich denke, sollte sein kann Buch...",not spam
"Jos fragen, ob u wana treffen sich?",not spam
"Unsere Freundschaft hängt an einem Faden, weil U nichts kauft.",not spam
"TheMob> Schauen Sie sich unsere neueste Auswahl an Inhalten, Spiele, Tones, Klatsch, Babes und Sport, Halten Sie Ihr Handy fit und funky Text WAP to 82468",spam
Wo sind die Garagenschlüssel? Sie sind nicht auf dem Bücherregal,not spam
Heute ist ACCEPT TAG..U Akzeptieren Sie mich als? Bruder Schwester Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No RPly bedeutet Feind,not spam
"Denken Sie ur smart? Gewinnen Sie £200 diese Woche in unserem wöchentlichen Quiz, Text PLAY zu 85222 jetzt!T&Cs GewinnerClub PO BOX 84, M26 3UZ. 16+. GBP1.50/Woche",spam
"Er sagt, er wird mich anrufen, wenn sein Freund das Geld hat, aber dass er definitiv vor Ende der Woche kauft.",not spam
"Hallo, wie ich mit u 2day war, ist der normale Weg&das ist das wirkliche Ich. UR unique&Ich hoffe, ich kenne u 4 den Rest meines Lebens. Hoffnung u finden wot war verloren.",not spam
Du hast mir einen schönen Tag bereitet.,not spam
K.k:)Vorsicht glücklicher Pongal.,not spam
"Ich schätze, wir können 4 kb n Power-Yoga... Haha, dunno, wir können Tahan Power-Yoga nicht... Thk got lo oso, vergaß Liao...",not spam
"Nicht wirklich Kerl, haben keine Freunde ich habe Angst :(",not spam
"Nur Dezember! Hatten Sie Ihr Handy 11mths+? Sie sind berechtigt, das neueste Farbkamera-Mobil kostenlos zu aktualisieren! Rufen Sie die Mobile Update Co GRATIS auf 08002986906",spam
"Kaffeekuchen, ich schätze...",not spam
"Frohe Weihnachten für dich auch Babe, ich liebe dich *Küsse*",not spam
"Hey, warum schauen wir uns nicht einfach x Männer an und essen...",not spam
"cud u tell ppl im gona b a bit l8 cos 2 Busse hav gon vorbei, weil sie voll waren & im noch warten 4 1. Pete x",not spam
Das wäre toll. Wir werden in der Gilde sein. Könnte sich auf Bristol Straße oder irgendwo treffen - wird in Kontakt am Wochenende. Unsere Pläne nehmen Flug! Haben Sie eine gute Woche,not spam
"Kein Problem, wie geht's dir?",not spam
Keine Anrufe..Nachrichten..fehlte Anrufe,not spam
Hallo da:)wie ist die heutige Klasse?,not spam
"Ich würde sagen, das ist ein gutes Zeichen, aber du kennst meine Erfolgsbilanz beim Lesen von Frauen.",not spam
"Cool, sims mir, wenn du geparkt bist.",not spam
"Ich lese den Text, den ich dir gerade geschickt habe.",not spam
K.k:)apo k.good Film.,not spam
Vielleicht könnte ich Tomo ausbuchen und es dann sofort zurückgeben.,not spam
Rufen Sie Deutschland für nur 1 Pence pro Minute! Rufen Sie von einer festen Linie über den Zugang 0844 861 85 85. Keine Vorauszahlung. Direkter Zugang!,spam
"Jede Chance, die Sie vielleicht mit mir verdunstet haben, sobald Sie meine Privatsphäre verletzt haben, indem Sie meine Telefonnummer aus dem Papierkram Ihres Arbeitgebers gestohlen haben. Nicht cool überhaupt. Bitte kontaktieren Sie mich nicht wieder oder ich werde Sie Ihrem Vorgesetzten melden.",not spam
Valentinstag Special! Gewinnen Sie über £ 1000 in unserem Quiz und nehmen Sie Ihren Partner auf die Reise eines Lebens! Senden Sie GO zu 83600 jetzt. 150p/msg rcvd. CustCare:08718720201.,spam
"Ta-Daaaaa! Ich bin zu Hause Babe, bist du noch wach?",not spam
"Wie kommt es, dass du vorher nicht geweint und gegessen wurdest?",not spam
Nur schlafen..und Surfen,not spam
"Tut mir leid, ich rufe später an.",not spam
Rufst du mein Handy an?,not spam
"Ok, das ist eine Menge tolles Thanx.",not spam
"Ich nehme an, der Beitrag ist dann gekommen! Sie müssen 1000s von Texten jetzt haben! Happy reading. Mein von wiv hallo caroline am Ende ist mein Favorit. Segne ihn",not spam
Wo u versteckt Fremde?,not spam
"Ich bin nicht daran interessiert, so etwas zu tun.",not spam
Meine Schwester hat gestern zwei Runden in Birla Soft geleert.,not spam
Gudnite....tc...Praxis läuft weiter,not spam
Dis ist yijue. Ich jus sah ur mail. Falls huiming havet gesendet u mein num. Dis ist mein num.,not spam
Ein kleines Prestigeproblem jetzt.,not spam
"Lust auf einen Shag? Ich tue.Interessiert? sextextuk.com txt XXUK SUZY bis 69876. Txts kosten 1,50 pro msg. TnCs auf der Website. X",spam
Ich melde mich nur bei dir. Wirklich vermissen Sie Jeremiah. Haben Sie einen tollen Monat,not spam
"Nee kann dir da nicht helfen, ich hatte noch nie ein iPhone",not spam
"Wenn du in anderthalb Stunden nicht in meinem Auto bist, werde ich verrückt.",not spam
"HEUTE ist Sorry Tag.! Wenn jemals ich wütend auf Sie war, wenn jemals ich falsch benommen oder verletzt Sie? plz plz nur SLAP URSELF Bcoz, Seine Ur-Fehler, Ich bin im Grunde gut",not spam
"Jay und ich versuchen herauszufinden, wie viel wir sicher für Gras ausgeben können.",not spam
== Weblinks ==* Offizielle Website (englisch)== Einzelnachweise ==,not spam
"Vielen Dank für Ihren Anruf.Vergessen zu sagen Happy Onam zu Ihnen Sirji.Ich bin in Ordnung hier und erinnerte mich an Sie, als ich eine Versicherungsperson traf.Meet You in Qatar Insha Allah.Rakhesh, ex Tata AIG, die TISSCO, Tayseer beigetreten.",not spam
Herzlichen Glückwunsch ur vergeben 500 CD-Gutscheine oder 125gift garantiert & Freier Eintritt 2 100 wkly ziehen txt MUSIC an 87066 TnCs www.Ldew.com1win150ppmx3age16,spam
Ur cash-balance ist derzeit 500 Pfund - zur Maximierung ur cash-in jetzt senden CASH auf 86688 nur 150p/msg. CC: 08708800282 HG/Suite342/2Lands Reihe/W1J6HL,spam
"Ich bin Schauspieler. Wenn ich arbeite, arbeite ich abends und schlafe spät. Da ich im Moment arbeitslos bin, schlafe ich immer zu spät. Wenn du arbeitslos bist, ist jeder Tag Samstag.",not spam
"Hallo! Gerade hier angekommen, st andrews-boy ist ein langer Weg! Seine Kälte. Ich werde Sie auf dem Laufenden halten",not spam
kühles Chikku-Chikku:-):-DB-),not spam
"Oh, okay, kein Problem.",not spam
Überprüfen Sie den Status von Audrey jetzt,not spam
"Ich freue mich darauf, Sie endlich zu treffen.",not spam
"Guten Nachmittag Sonnenschein! Wie dämmert dieser Tag? Sind wir erfrischt und glücklich, am Leben zu sein? Atmen wir in der Luft und Lächeln? Ich denke an dich, meine Liebe... Wie immer",not spam
"Ich weiß, dass Z sich um mich kümmern wird.",not spam
"Update_Now - Xmas Angebot! Neueste Motorola, SonyEricsson & Nokia & Free Bluetooth! Doppel Mins & 1000 Txt auf Orange. Rufen Sie MobileUpd8 auf 08000839402 oder call2optout/F4Q=",spam
Hier ist Ihr Rabattcode RP176781. Um weitere Nachrichten zu stoppen Antwort stoppen. www.regalportfolio.co.uk. Customer Services 08717205546,spam
Wo kommt die Watuniform rein?,not spam
"Cool, sims mir, wenn du bereit bist.",not spam
"Hallo mein Jungetoy... Geeee Ich vermisse dich bereits und ich bin gerade aufgewacht. Ich wünschte, du wärst hier im Bett mit mir, kuscheln mich. Ich liebe dich...",not spam
Ich werde dich auch im Bett verwöhnen :),not spam
Ich gehe zum Bad wird msg Sie nächste &lt;#&gt; min..,not spam
"Ich kann nicht weiter mit Menschen reden, wenn ich nicht sicher bin, dass ich sie bezahlen kann, wenn sie dem Preis zustimmen. Also pls sagen mir, was Sie wirklich kaufen wollen und wie viel Sie bereit sind, zu zahlen",not spam
"Vielen Dank für Ihre Ringtone Bestellung, Referenz T91. Sie werden GBP 4 pro Woche berechnet. Sie können sich jederzeit abmelden, indem Sie den Kundenservice unter 09057039994 anrufen.",spam
"Kannst du sagen, was passiert?",not spam
Du hättest mich sehen können..ich habe dich nicht erkannt Face.:),not spam
"Nun, es gibt nicht viele Dinge, die in Lindsay auf New years *sighs* Einige Bars in Ptbo und der blaue Reiher hat etwas los",not spam
"Behalten Sie meinen payasam dort, wenn Rinu bringt",not spam
"Ich lehrte, dass Ranjith Sir rief mich. So nur ich sms so. Becaus hes Überprüfung über Projekt. Prabu erzählte heute, so nur pa dont Fehler mich..",not spam
"Ich schätze, das ist, warum Sie besorgt sind. Sie müssen wissen, dass es einen Weg gibt, den Körper selbst zu reparieren. Und ich bin ziemlich sicher, Sie sollten sich keine Sorgen machen. Wir nehmen es langsam. Zuerst die Tests, werden sie führen, wenn Ihre Eisprung ist dann einfach entspannen. Nichts, was Sie gesagt haben, ist ein Grund, sich zu sorgen, aber ich werde weiterhin folgen Sie.",not spam
"Ja sicher, gib mir ein paar Minuten, um meine Brieftasche aufzuspüren.",not spam
"Hey, lass es. Keine große Sache:-) Pass auf dich auf.",not spam
"Hey, ich komme zu spät... triff dich um 945+",not spam
"Doppelte Minuten und txts 4 6Monate Kostenlose Bluetooth auf Orange. Erhältlich auf Sony, Nokia Motorola Telefone. Rufen Sie MobileUpd8 auf 08000839402 oder call2optout/N9DX",spam
Es dauerte Mr Eule 3 Licks,not spam
"Kundenort, an dem ich Sie anrufe.",not spam
"Mm die Zeit, die Sie nicht mögen Spaß",not spam
4mths Halbpreis Orange Line Vermietung & die neuesten Kamera-Handys 4 KOSTENLOS. Hatte Ihr Telefon 11mths? Rufen Sie MobilesDirect kostenlos auf 08000938767 jetzt zu aktualisieren! or2stoptxt,spam
Du isst jetzt mein Mittagsbuffet und isst schon?,not spam
"So spät, Fr-Dinner?",not spam
"Hey, dieser saß also, gehen wir nur zu den Intro Pilates oder auch zum Kickboxen?",not spam
Morgen kann ich nur in Ordnung sein.,not spam
"Ja, ich denke schon. Ich bin im Büro, aber mein Schoß ist im Zimmer, ich denke, das ist für die letzten Tage.",not spam
Um wie viel Uhr geht's?,not spam
Von hier nach Der Leistungspreis wird alle zwei Monate berechnet.nicht für den aktuellen Zeitraum von einem Monat.,not spam
"War tatsächlich schlafend und immer noch möglich, wenn u zurückrufen. So ein Text ist gr8. Sie Rock sis. Wird u einen Text senden, wenn ich aufwache.",not spam
"Sie setzen immer Ihr Geschäft da draußen. Sie setzen Bilder von Ihrem Arsch auf Facebook. Sie sind einer der offensten Menschen, die ich je getroffen habe. Warum sollte ich denken, ein Bild von Ihrem Zimmer würde Sie verletzen, machen Sie sich verletzt fühlen.",not spam
"Guten Abend Sir, Al Salam Wahleykkum.sharing a happy news.Durch die Gnade Gottes, bekam ich ein Angebot von Tayseer, TISSCO und ich joined.Hope Sie sind in Ordnung.Inshah Allah, treffen Sie irgendwann.Rakhesh, Visitor aus Indien.",not spam
Hmmm...k...aber ich möchte das Feld schnell da:- ändern)ich möchte Systemadministrator oder Netzwerkadministrator bekommen..,not spam
"FREE RINGTONE Text FIRST bis 87131 für einen Poly oder Text GET bis 87131 für einen echten Ton! Hilfe? 0845 2814032 16 nach dem ersten freien, Töne sind 3x£150pw bis e£nd txt stop",spam
"Wie ist Chechi, hast du mit ihr gesprochen?",not spam
Die Haarcreme wurde nicht verschickt.,not spam
"Nichts davon passiert, bis du herkommst.",not spam
"Ja, der große loxahatchee xmas Baum brennt von &lt;#&gt; beginnt in einer Stunde",not spam
"Haha sich daran gewöhnen, an Usf Mann zu fahren, ich kenne viele Steiner",not spam
"Alles war gut bis leicht katastrophal Klasse diese pm mit meiner fav Lieblinge! Hoffnung Tag frei ok. Kaffee wld gut sein, wie kann nicht zu spät bleiben morgen. Gleiche Zeit + Ort wie immer?",not spam
"Hallo, gute Woche, Lust auf einen Drink oder was später?",not spam
Richtung Busetop,not spam
Nachricht:einige Text fehlt* Absender:Name fehlt* *Nummer fehlt *Sende:Datum fehlt *Missing U a lot thats y alles fehlt über fullonsms.com gesendet,not spam
"Kommen Sie bei uns vorbei, damit wir den Plan für dieses Wochenende ausbügeln können.",not spam
"Denn ich will, dass es dein Ding ist",not spam
"Okay, ich gehe auch yan jiu... wir können ard oso überspringen, cine den go mrt one, bla bla bla...",not spam
Bringen Sie ein paar Wendy =D nach Hause,not spam
100 dating service cal;l 09064012103 box334sk38ch,spam
Was gibt es da. Dont u wollen schlafen,not spam
"Na gut, ich habe jetzt ein neues Ziel.",not spam
Freier Eintritt in unsere wöchentliche £250-Wettbewerb nur Text das Wort WIN zu 80086 JETZT. 18 T&C www.txttowin.co.uk,spam
"Okay, ich gehe in ein paar Minuten raus und simse mir, wo ich dich treffen soll.",not spam
Senden Sie ein Logo 2 ur Liebhaber - 2 Namen durch ein Herz verbunden. Txt LOVE NAME1 NAME2 MOBNO zB LOVE ADAM EVE 07123456789 bis 87077 Yahoo! POBox36004W45WQ TxtNO 4 keine Anzeigen 150p,spam
Ja:)von letzter Woche an nehme ich live an.,not spam
"Jemand hat unsere Dating-Service kontaktiert und eingegeben Ihr Telefon, weil sie Lust auf Sie! Um herauszufinden, wer es ist Anruf aus einem Festnetz 09111032124. PoBox12n146tf150p",spam
Siva ist in der Herberge aha:-.,not spam
URGENT! Ihre Handy-Nummer wurde mit einem £2000 Preis GARANTEED ausgezeichnet. Rufen Sie 09058094455 von Land Linie. Anspruch 3030. Nur gültig 12 Stunden,spam
